first,last,team,year,games_played,min,fgm,fga,fg3m,fg3a,ftm,fta,oreb,dreb,reb,ast,stl,blk,turnover,pf,pts,pfgm,pfg3m,pftm
Dominique,Wilkins,ATL,1985,78.0,39:05:00,11.38,24.32,0.17,0.9,7.4,9.04,3.28,4.64,7.92,2.64,1.77,0.64,3.23,2.18,30.33,0.4679276315789474,0.18888888888888888,0.8185840707964603
Maurice,Cheeks,PHI,1985,82.0,39:43:00,5.98,11.13,0.05,0.2,3.44,4.09,0.67,2.2,2.87,9.18,2.49,0.33,2.88,1.95,15.44,0.5372866127583109,0.25,0.8410757946210269
Jeff,Malone,WSB,1985,80.0,37:25:00,9.19,19.03,0.04,0.21,4.03,4.64,0.83,2.78,3.6,2.39,0.88,0.15,2.1,2.25,22.44,0.4829217025748817,0.1904761904761905,0.8685344827586208
Robert,Parish,BOS,1985,81.0,31:41:00,6.54,11.93,0.0,0.0,3.02,4.14,3.04,6.47,9.51,1.79,0.8,1.43,2.31,2.65,16.11,0.548197820620285,0.0,0.7294685990338164
Kareem,Abdul-Jabbar,LAL,1985,79.0,33:16:00,9.56,16.94,0.0,0.03,4.25,5.56,1.68,4.38,6.06,3.54,0.85,1.65,2.57,3.14,23.37,0.564344746162928,0.0,0.7643884892086331
James,Worthy,LAL,1985,75.0,32:43:00,8.39,14.48,0.0,0.17,3.23,4.19,1.81,3.35,5.16,2.68,1.09,1.03,2.0,2.6,20.0,0.5794198895027625,0.0,0.7708830548926013
Magic,Johnson,LAL,1985,72.0,35:53:00,6.71,12.75,0.14,0.58,5.25,6.03,1.18,4.75,5.93,12.6,1.57,0.22,3.79,1.85,18.81,0.5262745098039215,0.24137931034482762,0.8706467661691542
Ralph,Sampson,HOU,1985,79.0,36:15:00,7.9,16.2,0.03,0.19,3.05,4.76,3.27,7.86,11.13,3.58,1.25,1.63,3.61,3.9,18.87,0.4876543209876544,0.15789473684210525,0.6407563025210083
Alvin,Robertson,SAS,1985,82.0,35:05:00,6.85,13.33,0.1,0.35,3.17,3.99,2.24,4.05,6.29,5.46,3.66,0.49,3.12,3.61,16.98,0.5138784696174044,0.28571428571428575,0.794486215538847
Rolando,Blackman,DAL,1985,82.0,33:59:00,8.24,16.06,0.05,0.35,4.93,5.89,1.07,2.45,3.52,3.3,0.96,0.3,2.3,1.68,21.46,0.5130759651307597,0.14285714285714288,0.8370118845500849
Adrian,Dantley,UTA,1985,76.0,36:00:00,10.75,19.11,0.01,0.14,8.32,10.5,2.34,2.86,5.2,3.47,0.84,0.05,3.03,2.7,29.83,0.5625327053898482,0.07142857142857142,0.7923809523809524
Alex,English,DEN,1985,81.0,37:20:00,11.74,23.31,0.01,0.06,6.31,7.32,2.37,2.63,5.0,3.95,0.89,0.36,3.06,2.9,29.8,0.5036465036465037,0.16666666666666669,0.8620218579234972
Clyde,Drexler,POR,1985,75.0,34:20:00,7.23,15.23,0.16,0.8,3.91,5.08,2.28,3.33,5.61,8.0,2.64,0.61,3.81,3.6,18.52,0.4747209455022981,0.19999999999999998,0.7696850393700787
Hakeem,Olajuwon,HOU,1985,68.0,36:16:00,9.19,17.47,0.0,0.0,5.1,7.9,4.9,6.59,11.49,2.01,1.99,3.35,2.88,4.0,23.49,0.526044647967945,0.0,0.6455696202531644
Artis,Gilmore,SAS,1985,71.0,33:43:00,5.96,9.63,0.0,0.01,4.76,6.77,2.34,6.11,8.45,1.44,0.55,1.52,2.62,3.37,16.68,0.6188992731048806,0.0,0.7031019202363368
Marques,Johnson,LAC,1985,75.0,34:44:00,8.17,16.01,0.01,0.2,3.97,5.23,2.08,3.47,5.55,3.77,1.41,0.67,2.44,2.85,20.33,0.5103060587133041,0.049999999999999996,0.7590822179732314
Magic,Johnson,LAL,1986,80.0,36:18:00,8.54,16.33,0.1,0.49,6.69,7.89,1.53,4.78,6.3,12.21,1.73,0.45,3.75,2.1,23.86,0.5229638701775873,0.20408163265306123,0.8479087452471483
Tom,Chambers,SEA,1986,82.0,36:48:00,8.05,17.63,0.66,1.76,6.52,7.68,1.99,4.66,6.65,2.99,0.99,0.61,3.27,3.74,23.28,0.45660805445263764,0.375,0.8489583333333333
James,Worthy,LAL,1986,82.0,34:22:00,7.94,14.72,0.0,0.16,3.56,4.74,1.93,3.76,5.68,2.78,1.32,1.01,2.05,2.51,19.44,0.5394021739130435,0.0,0.751054852320675
Hakeem,Olajuwon,HOU,1986,75.0,36:48:00,9.03,17.76,0.01,0.07,5.33,7.6,4.2,7.24,11.44,2.93,1.87,3.36,3.04,3.92,23.4,0.5084459459459458,0.14285714285714285,0.7013157894736842
Alvin,Robertson,SAS,1986,81.0,33:17:00,7.28,15.6,0.16,0.59,3.01,4.0,2.3,2.94,5.23,5.2,3.21,0.43,3.0,3.26,17.74,0.4666666666666667,0.2711864406779661,0.7525
Kareem,Abdul-Jabbar,LAL,1986,78.0,31:17:00,7.18,12.73,0.01,0.04,3.14,4.4,1.95,4.76,6.71,2.6,0.63,1.24,2.38,3.14,17.51,0.5640219952867243,0.25,0.7136363636363636
Rolando,Blackman,DAL,1986,80.0,34:28:00,7.83,15.79,0.06,0.19,5.23,5.93,1.2,2.28,3.48,3.4,0.8,0.23,2.18,1.78,20.94,0.49588347055098164,0.3157894736842105,0.881956155143339
Sleepy,Floyd,GSW,1986,82.0,37:21:00,6.13,12.56,0.89,2.3,5.63,6.55,0.68,2.59,3.27,10.34,1.8,0.22,3.41,2.43,18.79,0.4880573248407643,0.3869565217391305,0.8595419847328244
Joe,"Barry,Carroll",GSW,1986,81.0,33:34:00,8.52,18.04,0.0,0.0,4.2,5.33,2.14,5.14,7.27,2.64,1.14,1.52,2.79,3.15,21.23,0.4722838137472284,0.0,0.7879924953095685
Mark,Aguirre,DAL,1986,80.0,33:17:00,9.84,19.88,0.66,1.88,5.36,6.96,2.26,3.08,5.34,3.18,1.05,0.41,2.71,3.04,25.7,0.4949698189134809,0.3510638297872341,0.7701149425287357
Walter,Davis,PHO,1986,79.0,33:29:00,9.86,19.06,0.27,1.03,3.65,4.23,1.14,1.95,3.09,4.61,1.22,0.06,2.86,2.33,23.63,0.5173137460650578,0.2621359223300971,0.8628841607565011
Alex,English,DEN,1986,82.0,37:30:00,11.77,23.43,0.05,0.18,5.01,5.94,1.83,2.4,4.23,5.11,0.87,0.26,2.59,2.63,28.6,0.5023474178403756,0.2777777777777778,0.8434343434343433
Moses,Malone,WSB,1986,73.0,33:55:00,8.15,17.96,0.0,0.15,7.78,9.45,4.66,6.63,11.29,1.66,0.81,1.26,2.77,1.9,24.08,0.4537861915367483,0.0,0.8232804232804234
Larry,Bird,BOS,1986,74.0,40:36:00,10.62,20.23,1.22,3.04,5.59,6.15,1.68,7.54,9.22,7.65,1.82,0.95,3.24,2.5,28.05,0.5249629263470094,0.4013157894736842,0.9089430894308942
Julius,Erving,PHI,1986,60.0,31:58:00,6.67,14.17,0.23,0.88,3.18,3.92,1.92,2.48,4.4,3.18,1.27,1.57,2.63,2.28,16.75,0.470712773465067,0.26136363636363635,0.8112244897959184
Michael,Jordan,CHI,1986,82.0,40:00:00,13.39,27.79,0.15,0.8,10.16,11.85,2.02,3.22,5.24,4.6,2.88,1.52,3.32,2.89,37.09,0.4818279956819,0.18749999999999997,0.8573839662447258
Dominique,Wilkins,ATL,1986,79.0,37:34:00,10.48,22.62,0.39,1.35,7.68,9.39,2.65,3.58,6.23,3.3,1.48,0.66,2.72,1.89,29.04,0.46330680813439434,0.28888888888888886,0.8178913738019169
Kevin,McHale,BOS,1986,77.0,39:46:00,10.26,16.97,0.0,0.05,5.55,6.64,3.21,6.7,9.91,2.57,0.49,2.23,2.56,3.12,26.06,0.6045963464938127,0.0,0.835843373493976
Isiah,Thomas,DET,1986,81.0,37:11:00,7.73,16.7,0.23,1.21,4.94,6.43,1.01,2.93,3.94,10.04,1.89,0.26,4.23,3.1,20.63,0.462874251497006,0.19008264462809918,0.7682737169517886
Charles,Barkley,PHI,1986,68.0,40:17:00,8.19,13.78,0.31,1.53,6.31,8.29,5.74,8.88,14.62,4.87,1.75,1.53,4.74,3.71,23.0,0.5943396226415094,0.20261437908496732,0.7611580217129071
Jeff,Malone,WSB,1986,80.0,34:32:00,8.61,18.86,0.05,0.33,4.73,5.34,0.63,2.1,2.73,3.73,0.94,0.16,2.28,1.93,22.0,0.45652173913043476,0.15151515151515152,0.8857677902621723
Bill,Laimbeer,DET,1986,82.0,34:48:00,6.17,12.32,0.07,0.26,2.99,3.34,2.96,8.68,11.65,1.84,0.88,0.84,1.46,3.45,15.4,0.5008116883116883,0.2692307692307693,0.8952095808383235
Maurice,Cheeks,PHI,1986,68.0,38:35:00,6.1,11.59,0.06,0.25,3.34,4.29,0.69,2.47,3.16,7.91,2.65,0.22,2.54,1.6,15.6,0.5263157894736842,0.24,0.7785547785547785
Robert,Parish,BOS,1986,80.0,37:26:00,7.35,13.21,0.0,0.01,2.85,3.86,3.18,7.46,10.64,2.15,0.8,1.8,2.39,3.33,17.55,0.5563966691900075,0.0,0.7383419689119172
Larry,Bird,BOS,1987,76.0,39:00:00,11.59,22.0,1.29,3.12,5.46,5.96,1.42,7.83,9.25,6.14,1.64,0.75,2.8,2.07,29.93,0.5268181818181819,0.41346153846153844,0.9161073825503355
Dominique,Wilkins,ATL,1987,78.0,37:47:00,11.65,25.09,0.49,1.65,6.94,8.4,2.71,3.73,6.44,2.87,1.32,0.6,2.79,2.08,30.73,0.46432841769629335,0.296969696969697,0.8261904761904763
Michael,Jordan,CHI,1987,82.0,40:22:00,13.04,24.37,0.09,0.65,8.82,10.49,1.7,3.78,5.48,5.91,3.16,1.6,3.07,3.29,34.98,0.53508411981945,0.13846153846153844,0.8408007626310773
Isiah,Thomas,DET,1987,81.0,36:08:00,7.67,16.56,0.37,1.2,3.77,4.86,0.79,2.64,3.43,8.37,1.74,0.21,3.37,2.68,19.47,0.4631642512077295,0.30833333333333335,0.7757201646090535
Moses,Malone,WSB,1987,79.0,34:04:00,6.72,13.8,0.03,0.09,6.87,8.72,4.71,6.48,11.19,1.42,0.75,0.91,3.15,2.03,20.34,0.4869565217391304,0.3333333333333333,0.7878440366972477
Danny,Ainge,BOS,1987,81.0,37:15:00,5.95,12.12,1.83,4.41,1.95,2.22,0.73,2.35,3.07,6.21,1.42,0.21,1.89,2.51,15.68,0.49092409240924095,0.41496598639455784,0.8783783783783783
Patrick,Ewing,NYK,1987,82.0,31:02:00,8.0,14.43,0.0,0.04,4.16,5.8,2.99,5.26,8.24,1.52,1.27,2.99,3.5,4.05,20.16,0.5544005544005544,0.0,0.7172413793103449
Doc,Rivers,ATL,1987,80.0,31:16:00,5.04,11.13,0.11,0.41,3.99,5.26,1.04,3.54,4.58,9.34,1.75,0.51,2.63,3.4,14.18,0.45283018867924524,0.2682926829268293,0.758555133079848
Brad,Daugherty,CLE,1987,79.0,37:25:00,6.97,13.68,0.0,0.03,4.78,6.68,1.91,6.51,8.42,4.22,0.61,0.71,3.38,2.97,18.73,0.5095029239766081,0.0,0.7155688622754491
Charles,Barkley,PHI,1987,80.0,39:37:00,9.41,16.04,0.55,1.96,8.93,11.89,4.81,7.08,11.89,3.18,1.25,1.29,3.8,3.48,28.3,0.5866583541147132,0.2806122448979592,0.7510513036164844
Kevin,McHale,BOS,1987,64.0,37:20:00,8.59,14.23,0.0,0.0,5.41,6.78,2.48,5.89,8.38,2.67,0.42,1.44,2.2,2.8,22.59,0.6036542515811665,0.0,0.7979351032448377
Maurice,Cheeks,PHI,1987,79.0,36:20:00,5.42,10.95,0.04,0.28,2.87,3.48,0.75,2.46,3.2,8.04,2.11,0.28,2.0,1.47,13.75,0.49497716894977173,0.14285714285714285,0.824712643678161
Magic,Johnson,LAL,1987,72.0,36:37:00,6.81,13.83,0.15,0.78,5.79,6.79,1.22,5.01,6.24,11.92,1.58,0.18,3.74,2.04,19.56,0.49240780911062904,0.1923076923076923,0.8527245949926362
Karl,Malone,UTA,1987,82.0,39:00:00,10.46,20.12,0.0,0.06,6.73,9.62,3.38,8.65,12.02,2.43,1.43,0.61,3.96,3.61,27.66,0.5198807157057654,0.0,0.6995841995841997
Lafayette,Lever,DEN,1987,82.0,37:19:00,7.84,16.59,0.15,0.7,3.02,3.85,2.48,5.63,8.11,7.7,2.72,0.26,2.22,2.61,18.85,0.47257383966244726,0.2142857142857143,0.7844155844155845
Hakeem,Olajuwon,HOU,1987,79.0,35:45:00,9.01,17.53,0.0,0.05,4.82,6.94,3.82,8.32,12.14,2.06,2.05,2.71,3.08,4.1,22.85,0.5139760410724472,0.0,0.6945244956772334
Alex,English,DEN,1987,80.0,35:13:00,10.54,21.3,0.0,0.08,3.93,4.74,2.08,2.59,4.66,4.71,0.88,0.29,2.26,2.41,25.0,0.4948356807511737,0.0,0.8291139240506329
Clyde,Drexler,POR,1987,81.0,37:46:00,10.48,20.73,0.14,0.64,5.88,7.25,3.22,3.36,6.58,5.77,2.51,0.64,2.91,3.09,26.98,0.5055475156777617,0.21875000000000003,0.8110344827586207
Kareem,Abdul-Jabbar,LAL,1987,80.0,28:51:00,6.0,11.29,0.0,0.01,2.56,3.36,1.48,4.5,5.98,1.69,0.6,1.15,1.99,2.7,14.56,0.5314437555358725,0.0,0.761904761904762
James,Worthy,LAL,1987,75.0,35:24:00,8.23,15.48,0.03,0.21,3.23,4.05,1.72,3.27,4.99,3.85,0.96,0.73,2.07,2.33,19.71,0.5316537467700259,0.14285714285714285,0.7975308641975309
Xavier,McDaniel,SEA,1987,78.0,34:39:00,8.81,18.01,0.18,0.64,3.6,5.06,2.64,4.0,6.64,3.37,1.23,0.67,2.86,2.95,21.4,0.48917268184342033,0.28125,0.7114624505928855
Mark,Aguirre,DAL,1987,77.0,33:53:00,9.69,20.4,0.68,2.23,5.04,6.55,2.36,3.27,5.64,3.61,0.91,0.74,2.64,2.9,25.09,0.47500000000000003,0.304932735426009,0.7694656488549618
Alvin,Robertson,SAS,1987,82.0,36:19:00,7.99,17.17,0.33,1.16,3.33,4.45,2.01,4.06,6.07,6.79,2.96,0.84,3.06,3.66,19.63,0.4653465346534653,0.28448275862068967,0.748314606741573
James,Donaldson,DAL,1987,81.0,31:08:00,2.62,4.69,0.0,0.0,1.81,2.33,3.05,6.27,9.32,0.81,0.49,1.28,1.4,2.16,7.05,0.55863539445629,0.0,0.776824034334764
John,Stockton,UTA,1988,82.0,38:40:00,6.06,11.26,0.2,0.8,4.76,5.51,1.01,2.01,3.02,13.63,3.21,0.17,3.76,2.94,17.07,0.5381882770870338,0.25,0.8638838475499092
Alex,English,DEN,1988,82.0,36:27:00,11.27,22.94,0.02,0.1,3.96,4.62,1.8,2.17,3.98,4.67,0.8,0.15,2.41,2.12,26.52,0.49128160418482997,0.19999999999999998,0.8571428571428571
Karl,Malone,UTA,1988,80.0,39:04:00,10.11,19.49,0.06,0.2,8.79,11.48,3.24,7.43,10.66,2.74,1.8,0.88,3.56,3.58,29.08,0.5187275525910724,0.3,0.7656794425087107
Dale,Ellis,SEA,1988,82.0,38:54:00,10.45,20.85,1.98,4.13,4.6,5.63,1.9,2.27,4.17,2.0,1.32,0.27,2.66,2.4,27.48,0.501199040767386,0.4794188861985472,0.8170515097690941
Hakeem,Olajuwon,HOU,1988,82.0,36:52:00,9.63,18.98,0.0,0.12,5.54,7.95,4.12,9.35,13.48,1.82,2.6,3.44,3.35,4.01,24.8,0.5073761854583773,0.0,0.6968553459119496
Clyde,Drexler,POR,1988,78.0,39:16:00,10.63,21.44,0.35,1.33,5.62,7.03,3.71,4.18,7.88,5.77,2.73,0.69,3.21,3.45,27.22,0.49580223880597013,0.2631578947368421,0.7994310099573257
James,Worthy,LAL,1988,81.0,36:32:00,8.67,15.83,0.02,0.28,3.1,3.96,2.09,3.95,6.04,3.56,1.33,0.69,2.25,2.16,20.46,0.5476942514213519,0.07142857142857142,0.7828282828282829
Tom,Chambers,PHO,1988,81.0,37:03:00,9.56,20.28,0.35,1.06,6.28,7.38,1.77,6.68,8.44,2.85,1.07,0.68,2.85,3.35,25.74,0.4714003944773176,0.330188679245283,0.8509485094850949
Chris,Mullin,GSW,1988,82.0,37:43:00,10.12,19.88,0.28,1.22,6.01,6.74,1.85,4.04,5.89,5.06,2.15,0.48,3.61,2.17,26.54,0.5090543259557344,0.2295081967213115,0.8916913946587537
Kareem,Abdul-Jabbar,LAL,1988,74.0,22:54:00,4.23,8.91,0.0,0.04,1.65,2.23,1.39,3.12,4.51,1.0,0.51,1.15,1.28,2.65,10.11,0.4747474747474748,0.0,0.7399103139013452
Mark,Eaton,UTA,1988,82.0,35:32:00,2.29,4.96,0.0,0.0,1.61,2.44,2.77,7.51,10.28,1.01,0.49,3.84,1.73,3.54,6.2,0.4616935483870968,0.0,0.6598360655737705
Kevin,Duckworth,POR,1988,79.0,33:41:00,7.01,14.7,0.0,0.03,4.1,5.42,3.11,4.92,8.04,0.76,0.71,0.62,2.53,3.8,18.13,0.47687074829931975,0.0,0.7564575645756457
Michael,Jordan,CHI,1988,81.0,40:11:00,11.93,22.16,0.33,1.21,8.32,9.79,1.84,6.21,8.05,8.02,2.89,0.8,3.58,3.05,32.51,0.5383574007220217,0.27272727272727276,0.8498467824310522
Isiah,Thomas,DET,1988,80.0,36:33:00,7.11,15.34,0.41,1.51,3.59,4.39,0.61,2.8,3.41,8.29,1.66,0.25,3.73,2.61,18.23,0.46349413298565845,0.271523178807947,0.8177676537585422
Charles,Barkley,PHI,1988,79.0,39:05:00,8.86,15.29,0.44,2.05,7.62,10.11,5.1,7.38,12.48,4.11,1.59,0.85,3.22,3.3,25.78,0.57946370176586,0.21463414634146344,0.7537091988130564
Moses,Malone,ATL,1988,81.0,35:31:00,6.64,13.53,0.0,0.15,6.93,8.78,4.77,7.04,11.8,1.38,0.98,1.23,3.02,1.9,20.21,0.49076127124907615,0.0,0.7892938496583144
Dominique,Wilkins,ATL,1988,80.0,37:27:00,10.18,21.95,0.36,1.31,5.53,6.55,3.2,3.71,6.91,2.64,1.46,0.65,2.26,1.73,26.24,0.46378132118451026,0.27480916030534347,0.8442748091603054
Mark,Price,CLE,1988,75.0,36:22:00,7.05,13.41,1.24,2.81,3.51,3.89,0.64,2.37,3.01,8.41,1.53,0.09,2.83,1.31,18.85,0.5257270693512304,0.44128113879003555,0.9023136246786632
Terry,Cummings,MIL,1988,80.0,35:18:00,9.13,19.54,0.09,0.19,4.53,5.75,3.51,4.61,8.13,2.48,1.33,0.9,2.51,3.31,22.86,0.46724667349027643,0.47368421052631576,0.7878260869565218
Larry,Nance,CLE,1988,73.0,34:36:00,6.79,12.6,0.0,0.05,3.66,4.58,2.14,5.82,7.96,2.18,0.78,2.82,1.6,2.55,17.25,0.5388888888888889,0.0,0.7991266375545851
Patrick,Ewing,NYK,1988,80.0,36:12:00,9.09,16.03,0.0,0.08,4.51,6.05,2.66,6.59,9.25,2.35,1.46,3.51,3.33,3.89,22.69,0.5670617592014972,0.0,0.7454545454545455
Kevin,McHale,BOS,1988,78.0,36:52:00,8.47,15.53,0.0,0.05,5.59,6.83,2.86,5.31,8.17,2.21,0.33,1.24,2.51,2.86,22.54,0.54539600772698,0.0,0.8184480234260615
Mark,Jackson,NYK,1988,72.0,34:24:00,6.65,14.24,1.13,3.33,2.5,3.58,1.47,3.26,4.74,8.6,1.93,0.1,3.14,2.26,16.93,0.46699438202247195,0.3393393393393393,0.6983240223463687
Brad,Daugherty,CLE,1988,78.0,36:10:00,6.97,12.97,0.01,0.04,4.95,6.72,2.14,7.06,9.21,3.65,0.81,0.51,2.95,2.24,18.91,0.5373939861218195,0.25,0.7366071428571429
Michael,Jordan,CHI,1989,82.0,38:59:00,12.61,23.95,1.12,2.99,7.23,8.52,1.74,5.15,6.89,6.33,2.77,0.66,3.01,2.94,33.57,0.5265135699373695,0.37458193979933113,0.8485915492957747
Isiah,Thomas,DET,1989,81.0,36:57:00,7.15,16.32,0.52,1.68,3.6,4.65,0.91,2.89,3.8,9.44,1.72,0.23,3.98,2.54,18.42,0.4381127450980392,0.30952380952380953,0.7741935483870968
Patrick,Ewing,NYK,1989,82.0,38:35:00,11.24,20.4,0.01,0.05,6.12,7.9,2.87,8.02,10.89,2.22,0.95,3.99,3.39,3.96,28.62,0.5509803921568628,0.19999999999999998,0.7746835443037975
Larry,Bird,BOS,1989,75.0,39:15:00,9.57,20.23,0.87,2.6,4.25,4.57,1.2,8.29,9.49,7.49,1.41,0.81,3.24,2.31,24.27,0.4730598121601582,0.3346153846153846,0.9299781181619255
Charles,Barkley,PHI,1989,79.0,39:00:00,8.94,14.9,0.25,1.16,7.05,9.42,4.57,6.94,11.51,3.89,1.87,0.63,3.08,3.16,25.18,0.6,0.21551724137931036,0.7484076433121019
Robert,Parish,BOS,1989,79.0,30:19:00,6.39,11.03,0.0,0.0,2.95,3.95,3.28,6.8,10.08,1.3,0.48,0.87,2.14,2.39,15.73,0.5793291024478695,0.0,0.7468354430379747
Kevin,McHale,BOS,1989,82.0,33:11:00,7.9,14.4,0.28,0.84,4.79,5.37,2.45,5.8,8.26,2.1,0.37,1.91,2.23,3.05,20.88,0.5486111111111112,0.33333333333333337,0.8919925512104283
Joe,Dumars,DET,1989,75.0,34:22:00,6.77,14.11,0.29,0.73,3.96,4.4,0.8,2.03,2.83,4.91,0.84,0.03,1.93,1.72,17.8,0.479801559177888,0.3972602739726027,0.8999999999999999
Dominique,Wilkins,ATL,1989,80.0,36:06:00,10.13,20.9,0.74,2.29,5.74,7.11,2.71,3.8,6.51,2.5,1.58,0.59,2.18,1.76,26.73,0.48468899521531106,0.3231441048034934,0.8073136427566807
Reggie,Miller,IND,1989,82.0,38:55:00,8.06,15.7,1.83,4.41,6.63,7.65,1.16,2.44,3.6,3.79,1.34,0.22,2.71,2.13,24.59,0.5133757961783441,0.41496598639455784,0.8666666666666666
Scottie,Pippen,CHI,1989,82.0,38:23:00,6.85,14.02,0.34,1.37,2.43,3.6,1.83,4.84,6.67,5.41,2.57,1.23,3.39,3.63,16.48,0.48858773181169757,0.24817518248175183,0.675
Dennis,Rodman,DET,1989,82.0,28:59:00,3.51,6.05,0.01,0.11,1.73,2.65,4.1,5.56,9.66,0.88,0.63,0.73,1.1,3.37,8.77,0.5801652892561984,0.09090909090909091,0.6528301886792452
Hakeem,Olajuwon,HOU,1989,82.0,38:05:00,9.83,19.62,0.01,0.07,4.66,6.54,3.65,10.37,14.01,2.83,2.12,4.59,3.85,3.83,24.33,0.501019367991845,0.14285714285714285,0.7125382262996942
Magic,Johnson,LAL,1989,79.0,37:10:00,6.91,14.41,1.34,3.49,7.18,8.06,1.62,4.99,6.61,11.48,1.67,0.43,3.66,2.11,22.34,0.47952810548230396,0.3839541547277937,0.8908188585607939
James,Worthy,LAL,1989,80.0,37:00:00,8.89,16.23,0.19,0.61,3.1,3.96,2.0,3.98,5.98,3.6,1.24,0.61,2.0,2.38,21.06,0.547751078250154,0.3114754098360656,0.7828282828282829
John,Stockton,UTA,1989,78.0,37:22:00,6.05,11.77,0.6,1.45,4.54,5.54,0.73,1.91,2.64,14.54,2.65,0.23,3.49,2.99,17.24,0.5140186915887851,0.41379310344827586,0.8194945848375451
A.C.,Green,LAL,1989,82.0,33:02:00,4.7,9.83,0.16,0.56,3.39,4.51,3.2,5.49,8.68,1.1,0.8,0.61,1.41,2.52,12.94,0.47812817904374366,0.2857142857142857,0.7516629711751663
David,Robinson,SAS,1989,82.0,36:36:00,8.41,15.85,0.0,0.02,7.48,10.21,3.7,8.29,11.99,2.0,1.68,3.89,3.13,3.16,24.3,0.5305993690851736,0.0,0.732615083251714
Lafayette,Lever,DEN,1989,79.0,35:50:00,7.19,16.24,0.46,1.1,3.43,4.27,2.91,6.38,9.29,6.54,2.13,0.16,1.97,2.18,18.27,0.4427339901477833,0.41818181818181815,0.8032786885245903
Tom,Chambers,PHO,1989,81.0,37:36:00,10.0,19.96,0.3,1.06,6.88,7.99,1.49,5.56,7.05,2.35,1.09,0.58,2.69,3.21,27.17,0.501002004008016,0.2830188679245283,0.8610763454317897
Rolando,Blackman,DAL,1989,80.0,36:40:00,7.83,15.7,0.16,0.54,3.59,4.25,1.1,2.4,3.5,3.61,0.96,0.26,2.18,1.6,19.4,0.49872611464968153,0.2962962962962963,0.8447058823529412
Clyde,Drexler,POR,1989,73.0,36:45:00,9.18,18.59,0.41,1.45,4.56,5.89,2.85,4.1,6.95,5.92,1.99,0.7,2.62,3.04,23.33,0.49381387842926305,0.2827586206896552,0.7741935483870968
Chris,Mullin,GSW,1989,78.0,36:16:00,8.74,16.31,1.12,3.0,6.47,7.28,1.67,4.27,5.94,4.09,1.58,0.58,3.06,1.82,25.08,0.5358675659104845,0.37333333333333335,0.8887362637362637
Kevin,Johnson,PHO,1989,74.0,37:35:00,7.81,15.66,0.11,0.55,6.77,8.08,0.57,3.08,3.65,11.43,1.28,0.19,3.55,1.93,22.5,0.49872286079182626,0.19999999999999998,0.8378712871287128
Michael,Jordan,CHI,1990,82.0,37:00:00,12.07,22.4,0.35,1.13,6.96,8.18,1.44,4.56,6.0,5.52,2.72,1.01,2.46,2.79,31.46,0.5388392857142857,0.30973451327433627,0.8508557457212714
Charles,Barkley,PHI,1990,67.0,37:17:00,9.93,17.42,0.66,2.31,7.09,9.82,3.85,6.3,10.15,4.24,1.64,0.49,3.13,2.58,27.6,0.5700344431687715,0.2857142857142857,0.7219959266802444
Patrick,Ewing,NYK,1990,81.0,38:19:00,10.43,20.31,0.0,0.07,5.73,7.69,2.4,8.78,11.17,3.01,0.99,3.19,3.59,3.54,26.59,0.5135401280157558,0.0,0.7451235370611183
Bernard,King,WSB,1990,64.0,37:30:00,11.14,23.61,0.13,0.58,5.98,7.58,1.78,3.2,4.98,4.56,0.88,0.25,3.98,2.92,28.39,0.4718339686573486,0.2241379310344828,0.7889182058047494
Joe,Dumars,DET,1990,80.0,38:04:00,7.78,16.15,0.18,0.56,4.64,5.21,0.78,1.56,2.34,5.54,1.11,0.09,2.36,1.69,20.36,0.481733746130031,0.3214285714285714,0.8905950095969289
Dominique,Wilkins,ATL,1990,81.0,38:00:00,9.51,20.25,1.05,3.07,5.88,7.09,3.22,5.81,9.04,3.27,1.52,0.8,2.48,1.93,25.94,0.4696296296296296,0.3420195439739414,0.8293370944992948
Ricky,Pierce,MIL,1990,78.0,27:44:00,7.19,14.82,0.59,1.49,5.51,6.04,0.86,1.59,2.45,2.15,0.77,0.17,1.88,2.18,20.49,0.4851551956815115,0.3959731543624161,0.912251655629139
Hersey,Hawkins,PHI,1990,80.0,38:52:00,7.38,15.64,1.35,3.38,5.99,6.88,0.6,3.28,3.88,3.74,2.23,0.49,2.66,2.28,22.09,0.47186700767263423,0.3994082840236687,0.8706395348837209
Kevin,McHale,BOS,1990,68.0,30:23:00,7.41,13.41,0.22,0.54,3.35,4.04,2.13,4.93,7.06,1.85,0.37,2.15,2.06,2.85,18.4,0.5525727069351231,0.4074074074074074,0.8292079207920792
Brad,Daugherty,CLE,1990,76.0,38:45:00,7.96,15.2,0.0,0.04,5.72,7.62,2.33,8.59,10.92,3.33,0.97,0.61,2.78,2.51,21.64,0.5236842105263159,0.0,0.7506561679790026
Alvin,Robertson,MIL,1990,81.0,32:04:00,5.41,11.16,0.28,0.78,2.46,3.25,2.36,3.31,5.67,5.48,3.04,0.2,2.62,3.37,13.56,0.48476702508960573,0.358974358974359,0.7569230769230769
Robert,Parish,BOS,1990,81.0,30:08:00,5.99,10.01,0.0,0.01,2.93,3.81,3.35,7.22,10.57,0.81,0.81,1.27,1.89,2.43,14.9,0.5984015984015985,0.0,0.7690288713910761
